,name,year,month,"ifelse(storms$name == 'Barry',  1, 0)",hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,Gender
2494,Isidore,1990,9,7,0,15.9,-36.8,hurricane,1,65,994,NA,NA,0
2495,Isidore,1990,9,7,6,17.2,-37.3,hurricane,1,75,983,NA,NA,0
2496,Isidore,1990,9,7,12,18.5,-37.6,hurricane,2,85,978,NA,NA,0
2497,Isidore,1990,9,7,18,19.9,-37.9,hurricane,1,80,979,NA,NA,0
2498,Isidore,1990,9,8,0,21.1,-38.2,hurricane,1,75,979,NA,NA,0
2499,Isidore,1990,9,8,6,22.2,-38.7,hurricane,1,70,985,NA,NA,0
2500,Isidore,1990,9,8,12,23.2,-39.3,hurricane,1,65,994,NA,NA,0
2501,Isidore,1990,9,8,18,24.3,-40,tropical storm,0,60,996,NA,NA,0
2502,Isidore,1990,9,9,0,25.6,-40.7,tropical storm,0,55,999,NA,NA,0
2503,Isidore,1990,9,9,6,26.8,-41.7,tropical storm,0,50,1000,NA,NA,0
2504,Isidore,1990,9,9,12,27.9,-43,tropical storm,0,55,995,NA,NA,0
2505,Isidore,1990,9,9,18,28.6,-44.2,hurricane,1,65,990,NA,NA,0
2506,Isidore,1990,9,10,0,29,-45.1,hurricane,1,65,987,NA,NA,0
2507,Isidore,1990,9,10,6,29.4,-45.6,hurricane,1,65,987,NA,NA,0
2508,Isidore,1990,9,10,12,29.8,-46.1,hurricane,1,65,987,NA,NA,0
2509,Isidore,1990,9,10,18,30.1,-46.6,hurricane,1,65,987,NA,NA,0
2510,Isidore,1990,9,11,0,30.6,-47,hurricane,1,65,987,NA,NA,0
2511,Isidore,1990,9,11,6,31.2,-47.4,hurricane,1,75,984,NA,NA,0
2512,Isidore,1990,9,11,12,31.9,-48,hurricane,1,80,980,NA,NA,0
2513,Isidore,1990,9,11,18,32.6,-48.7,hurricane,1,80,979,NA,NA,0
2514,Isidore,1990,9,12,0,33.1,-49.5,hurricane,1,75,979,NA,NA,0
2515,Isidore,1990,9,12,6,33.4,-50.1,hurricane,1,75,980,NA,NA,0
2516,Isidore,1990,9,12,12,33.6,-50.4,hurricane,1,70,986,NA,NA,0
2517,Isidore,1990,9,12,18,33.8,-50.6,hurricane,1,65,987,NA,NA,0
2518,Isidore,1990,9,13,0,34.1,-50.7,hurricane,1,65,987,NA,NA,0
2519,Isidore,1990,9,13,6,34.4,-50.8,hurricane,1,65,987,NA,NA,0
2520,Isidore,1990,9,13,12,34.9,-50.8,hurricane,1,65,987,NA,NA,0
2521,Isidore,1990,9,13,18,35.4,-50.6,hurricane,1,65,987,NA,NA,0
2522,Isidore,1990,9,14,0,35.8,-50.1,hurricane,1,65,987,NA,NA,0
2523,Isidore,1990,9,14,6,36.2,-49.4,hurricane,1,65,987,NA,NA,0
2524,Isidore,1990,9,14,12,36.6,-48.7,hurricane,1,65,987,NA,NA,0
2525,Isidore,1990,9,14,18,37.1,-47.9,hurricane,1,65,987,NA,NA,0
2526,Isidore,1990,9,15,0,37.8,-47.4,hurricane,1,65,987,NA,NA,0
2527,Isidore,1990,9,15,6,38.7,-47.2,hurricane,1,65,987,NA,NA,0
2528,Isidore,1990,9,15,12,39.6,-47.5,hurricane,1,65,987,NA,NA,0
2529,Isidore,1990,9,15,18,40.3,-48,hurricane,1,65,987,NA,NA,0
2530,Isidore,1990,9,16,0,40.5,-48.5,hurricane,1,65,987,NA,NA,0
2531,Isidore,1990,9,16,6,41.8,-47.9,tropical storm,0,60,990,NA,NA,0
2532,Isidore,1990,9,16,12,43.5,-47,tropical storm,0,55,995,NA,NA,0
2533,Isidore,1990,9,16,18,45,-45.5,tropical storm,0,45,997,NA,NA,0
2534,Isidore,1990,9,17,0,46.5,-43.5,tropical storm,0,45,1000,NA,NA,0
2535,Isidore,1990,9,17,6,48.2,-41.5,tropical storm,0,35,1005,NA,NA,0
2536,Josephine,1990,9,21,6,14,-32,tropical depression,-1,30,1009,NA,NA,1
2537,Josephine,1990,9,21,12,14.5,-32.4,tropical depression,-1,30,1009,NA,NA,1
2538,Josephine,1990,9,21,18,15,-32.7,tropical depression,-1,30,1008,NA,NA,1
2539,Josephine,1990,9,22,0,15.6,-33,tropical depression,-1,30,1007,NA,NA,1
2540,Josephine,1990,9,22,6,16.1,-33.2,tropical depression,-1,30,1007,NA,NA,1
2541,Josephine,1990,9,22,12,16.7,-33.4,tropical depression,-1,30,1007,NA,NA,1
2542,Josephine,1990,9,22,18,17.4,-33.4,tropical depression,-1,30,1007,NA,NA,1
2543,Josephine,1990,9,23,0,17.9,-33.5,tropical depression,-1,30,1009,NA,NA,1
2544,Josephine,1990,9,23,6,18.2,-33.6,tropical depression,-1,30,1009,NA,NA,1
2545,Josephine,1990,9,23,12,18.5,-33.8,tropical depression,-1,30,1009,NA,NA,1
2546,Josephine,1990,9,23,18,18.7,-34,tropical depression,-1,30,1009,NA,NA,1
2547,Josephine,1990,9,24,0,19,-34.1,tropical depression,-1,30,1008,NA,NA,1
2548,Josephine,1990,9,24,6,19.1,-34.1,tropical depression,-1,30,1007,NA,NA,1
2549,Josephine,1990,9,24,12,19.3,-34.2,tropical storm,0,35,1005,NA,NA,1
2550,Josephine,1990,9,24,18,19.4,-34.4,tropical storm,0,35,1005,NA,NA,1
2551,Josephine,1990,9,25,0,19.5,-34.6,tropical storm,0,40,1003,NA,NA,1
2552,Josephine,1990,9,25,6,19.7,-34.8,tropical storm,0,40,1002,NA,NA,1
2553,Josephine,1990,9,25,12,19.9,-35.2,tropical storm,0,40,1003,NA,NA,1
2554,Josephine,1990,9,25,18,20.1,-35.9,tropical storm,0,35,1005,NA,NA,1
2555,Josephine,1990,9,26,0,20.3,-36.8,tropical storm,0,35,1006,NA,NA,1
2556,Josephine,1990,9,26,6,20.4,-37.6,tropical depression,-1,30,1008,NA,NA,1
2557,Josephine,1990,9,26,12,20.3,-38.4,tropical depression,-1,30,1009,NA,NA,1
2558,Josephine,1990,9,26,18,20.2,-38.9,tropical depression,-1,30,1009,NA,NA,1
2559,Josephine,1990,9,27,0,20.2,-39.3,tropical depression,-1,30,1009,NA,NA,1
2560,Josephine,1990,9,27,6,20.2,-39.6,tropical depression,-1,30,1010,NA,NA,1
2561,Josephine,1990,9,27,12,20.3,-40,tropical depression,-1,25,1012,NA,NA,1
2562,Josephine,1990,9,27,18,20.4,-40.4,tropical depression,-1,25,1012,NA,NA,1
2563,Josephine,1990,9,28,0,20.6,-40.6,tropical depression,-1,25,1012,NA,NA,1
2564,Josephine,1990,9,28,6,20.9,-40.9,tropical depression,-1,25,1012,NA,NA,1
2565,Josephine,1990,9,28,12,21.2,-41.2,tropical depression,-1,25,1012,NA,NA,1
2566,Josephine,1990,9,28,18,21.6,-41.6,tropical depression,-1,25,1012,NA,NA,1
2567,Josephine,1990,9,29,0,22,-42.1,tropical depression,-1,25,1012,NA,NA,1
2568,Josephine,1990,9,29,6,22.5,-42.8,tropical depression,-1,25,1012,NA,NA,1
2569,Josephine,1990,9,29,12,23.1,-43.6,tropical depression,-1,25,1010,NA,NA,1
2570,Josephine,1990,9,29,18,23.8,-44.3,tropical depression,-1,30,1009,NA,NA,1
2571,Josephine,1990,9,30,0,24.5,-45,tropical depression,-1,30,1009,NA,NA,1
2572,Josephine,1990,9,30,6,25.5,-45.4,tropical depression,-1,30,1009,NA,NA,1
2573,Josephine,1990,9,30,12,26.7,-45.5,tropical depression,-1,30,1009,NA,NA,1
2574,Josephine,1990,9,30,18,27.8,-45.3,tropical depression,-1,30,1009,NA,NA,1
2575,Josephine,1990,10,1,0,28.5,-44.8,tropical depression,-1,30,1009,NA,NA,1
2576,Josephine,1990,10,1,6,29.1,-43.8,tropical depression,-1,30,1007,NA,NA,1
2577,Josephine,1990,10,1,12,29.6,-42.4,tropical storm,0,35,1005,NA,NA,1
2578,Josephine,1990,10,1,18,29.9,-41.1,tropical storm,0,35,1005,NA,NA,1
2579,Josephine,1990,10,2,0,30,-40,tropical storm,0,35,1005,NA,NA,1
2580,Josephine,1990,10,2,6,30,-39.4,tropical storm,0,35,1004,NA,NA,1
2581,Josephine,1990,10,2,12,29.8,-39.2,tropical storm,0,40,1003,NA,NA,1
2582,Josephine,1990,10,2,18,29.6,-39.2,tropical storm,0,35,1005,NA,NA,1
2583,Josephine,1990,10,3,0,29.4,-39.4,tropical storm,0,35,1005,NA,NA,1
2584,Josephine,1990,10,3,6,29.1,-40,tropical storm,0,35,1005,NA,NA,1
2585,Josephine,1990,10,3,12,28.6,-40.7,tropical storm,0,35,1005,NA,NA,1
2586,Josephine,1990,10,3,18,28.3,-41.4,tropical storm,0,40,1003,NA,NA,1
2587,Josephine,1990,10,4,0,28.2,-42.1,tropical storm,0,45,1000,NA,NA,1
2588,Josephine,1990,10,4,6,28.5,-42.5,tropical storm,0,50,997,NA,NA,1
2589,Josephine,1990,10,4,12,29,-42.6,tropical storm,0,55,994,NA,NA,1
2590,Josephine,1990,10,4,18,29.5,-42.3,tropical storm,0,60,990,NA,NA,1
2591,Josephine,1990,10,5,0,30,-41.5,hurricane,1,65,987,NA,NA,1
2592,Josephine,1990,10,5,6,30.7,-40.5,hurricane,1,65,986,NA,NA,1
2593,Josephine,1990,10,5,12,32.1,-39.3,hurricane,1,70,984,NA,NA,1
2594,Josephine,1990,10,5,18,34.1,-38.4,hurricane,1,75,980,NA,NA,1
2595,Josephine,1990,10,6,0,36.5,-38.5,hurricane,1,70,984,NA,NA,1
2596,Josephine,1990,10,6,6,38.9,-40,hurricane,1,70,985,NA,NA,1
2597,Josephine,1990,10,6,12,41,-42.9,tropical storm,0,60,990,NA,NA,1
2598,Klaus,1990,10,3,12,15.6,-59.3,tropical depression,-1,30,1008,NA,NA,0
2599,Klaus,1990,10,3,18,16.2,-59.6,tropical storm,0,35,1007,NA,NA,0
2600,Klaus,1990,10,4,0,16.4,-59.8,tropical storm,0,45,1005,NA,NA,0
2601,Klaus,1990,10,4,6,16.5,-60.1,tropical storm,0,50,997,NA,NA,0
2602,Klaus,1990,10,4,12,16.6,-60.4,tropical storm,0,50,997,NA,NA,0
2603,Klaus,1990,10,4,18,16.8,-60.7,tropical storm,0,55,997,NA,NA,0
2604,Klaus,1990,10,5,0,16.9,-60.9,tropical storm,0,55,996,NA,NA,0
2605,Klaus,1990,10,5,6,17,-61.1,tropical storm,0,60,993,NA,NA,0
2606,Klaus,1990,10,5,12,17.2,-61.2,hurricane,1,70,985,NA,NA,0
2607,Klaus,1990,10,5,18,17.4,-61.4,hurricane,1,70,991,NA,NA,0
2608,Klaus,1990,10,6,0,17.7,-61.6,hurricane,1,65,992,NA,NA,0
2609,Klaus,1990,10,6,6,18.1,-61.8,tropical storm,0,60,994,NA,NA,0
2610,Klaus,1990,10,6,12,18.3,-62.1,tropical storm,0,60,995,NA,NA,0
2611,Klaus,1990,10,6,18,18.6,-62.3,tropical storm,0,55,996,NA,NA,0
2612,Klaus,1990,10,7,0,18.7,-62.7,tropical storm,0,55,998,NA,NA,0
2613,Klaus,1990,10,7,6,18.8,-63.1,tropical storm,0,55,1000,NA,NA,0
2614,Klaus,1990,10,7,12,18.9,-63.8,tropical storm,0,50,1001,NA,NA,0
2615,Klaus,1990,10,7,18,19.2,-64.9,tropical storm,0,40,1004,NA,NA,0
2616,Klaus,1990,10,8,0,19.7,-66.1,tropical depression,-1,30,1005,NA,NA,0
2617,Klaus,1990,10,8,6,20.4,-67.5,tropical depression,-1,30,1005,NA,NA,0
2618,Klaus,1990,10,8,12,21.1,-68.9,tropical storm,0,40,1005,NA,NA,0
2619,Klaus,1990,10,8,18,21.9,-70.1,tropical storm,0,45,1004,NA,NA,0
2620,Klaus,1990,10,9,0,22.6,-71.2,tropical storm,0,45,1004,NA,NA,0
2621,Klaus,1990,10,9,6,23.4,-72.3,tropical storm,0,45,1006,NA,NA,0
2622,Klaus,1990,10,9,12,24.5,-73.4,tropical storm,0,35,1007,NA,NA,0
2623,Lili,1990,10,11,0,31.2,-55.9,hurricane,1,65,987,NA,NA,1
2624,Lili,1990,10,11,6,31,-58.7,hurricane,1,65,987,NA,NA,1
2625,Lili,1990,10,11,12,30.7,-61.3,hurricane,1,65,988,NA,NA,1
2626,Lili,1990,10,11,18,30.3,-64.1,hurricane,1,65,990,NA,NA,1
2627,Lili,1990,10,12,0,29.9,-66.4,hurricane,1,65,995,NA,NA,1
2628,Lili,1990,10,12,6,29.8,-68.5,hurricane,1,65,995,NA,NA,1
2629,Lili,1990,10,12,12,30.2,-70.3,hurricane,1,65,994,NA,NA,1
2630,Lili,1990,10,12,18,30.9,-71.4,hurricane,1,65,993,NA,NA,1
2631,Lili,1990,10,13,0,32.1,-72.1,hurricane,1,65,992,NA,NA,1
2632,Lili,1990,10,13,6,33.2,-72.5,hurricane,1,65,992,NA,NA,1
2633,Lili,1990,10,13,12,34.3,-72.4,tropical storm,0,60,995,NA,NA,1
2634,Lili,1990,10,13,18,35.5,-72,tropical storm,0,50,997,NA,NA,1
2635,Lili,1990,10,14,0,36.6,-71.3,tropical storm,0,50,996,NA,NA,1
2636,Lili,1990,10,14,6,38,-69.7,tropical storm,0,50,995,NA,NA,1
2637,Lili,1990,10,14,12,40,-67.5,tropical storm,0,50,995,NA,NA,1
2638,Lili,1990,10,14,18,42.4,-65,tropical storm,0,45,995,NA,NA,1
2639,Marco,1990,10,9,12,22.5,-79.5,tropical depression,-1,25,1004,NA,NA,0
2640,Marco,1990,10,9,18,22.7,-80.7,tropical depression,-1,30,1002,NA,NA,0
2641,Marco,1990,10,10,0,23.5,-81.4,tropical depression,-1,30,1000,NA,NA,0
2642,Marco,1990,10,10,6,24.1,-82,tropical storm,0,35,996,NA,NA,0
2643,Marco,1990,10,10,12,24.6,-82.4,tropical storm,0,40,998,NA,NA,0
2644,Marco,1990,10,10,18,25.2,-82.5,tropical storm,0,45,994,NA,NA,0
2645,Marco,1990,10,11,0,26,-82.6,tropical storm,0,50,993,NA,NA,0
2646,Marco,1990,10,11,6,26.7,-82.6,tropical storm,0,55,989,NA,NA,0
2647,Marco,1990,10,11,12,27.5,-82.8,tropical storm,0,50,994,NA,NA,0
2648,Marco,1990,10,11,18,28.3,-83,tropical storm,0,40,998,NA,NA,0
2649,Marco,1990,10,12,0,29.1,-83.1,tropical depression,-1,30,999,NA,NA,0
2650,Marco,1990,10,12,6,30.7,-83,tropical depression,-1,20,1004,NA,NA,0
2651,Nana,1990,10,16,0,22.2,-60.4,tropical depression,-1,25,1009,NA,NA,1
2652,Nana,1990,10,16,6,22.3,-60.8,tropical depression,-1,30,1008,NA,NA,1
2653,Nana,1990,10,16,12,22.3,-61.4,tropical depression,-1,30,1006,NA,NA,1
2654,Nana,1990,10,16,18,22.1,-62.1,tropical storm,0,35,1005,NA,NA,1
2655,Nana,1990,10,17,0,22.1,-62.5,tropical storm,0,40,1004,NA,NA,1
2656,Nana,1990,10,17,6,22.1,-62.8,tropical storm,0,45,1003,NA,NA,1
2657,Nana,1990,10,17,12,22.4,-63.2,tropical storm,0,55,1000,NA,NA,1
2658,Nana,1990,10,17,18,22.8,-63.5,hurricane,1,65,995,NA,NA,1
2659,Nana,1990,10,18,0,23.4,-63.6,hurricane,1,70,990,NA,NA,1
2660,Nana,1990,10,18,6,24.1,-63.8,hurricane,1,75,990,NA,NA,1
2661,Nana,1990,10,18,12,25,-64.2,hurricane,1,75,994,NA,NA,1
2662,Nana,1990,10,18,18,26.1,-64.9,hurricane,1,70,994,NA,NA,1
2663,Nana,1990,10,19,0,27.1,-65.7,hurricane,1,65,993,NA,NA,1
2664,Nana,1990,10,19,6,27.9,-66.3,hurricane,1,70,992,NA,NA,1
2665,Nana,1990,10,19,12,28.5,-66.9,hurricane,1,75,989,NA,NA,1
2666,Nana,1990,10,19,18,28.9,-66.5,hurricane,1,70,991,NA,NA,1
2667,Nana,1990,10,20,0,29.2,-66.2,tropical storm,0,60,998,NA,NA,1
2668,Nana,1990,10,20,6,29.5,-65.8,tropical storm,0,50,1000,NA,NA,1
2669,Nana,1990,10,20,12,29.6,-65.5,tropical storm,0,40,1003,NA,NA,1
2670,Nana,1990,10,20,18,29.3,-65.4,tropical storm,0,35,1005,NA,NA,1
2671,Nana,1990,10,21,0,28.8,-64.8,tropical depression,-1,30,1008,NA,NA,1
2672,Nana,1990,10,21,6,28.8,-64.5,tropical depression,-1,25,1010,NA,NA,1
2673,Nana,1990,10,21,12,27.7,-64.9,tropical depression,-1,20,1010,NA,NA,1
2674,Ana,1991,7,2,18,31.3,-79.7,tropical depression,-1,25,1012,NA,NA,1
2675,Ana,1991,7,3,0,31.5,-79,tropical depression,-1,25,1011,NA,NA,1
2676,Ana,1991,7,3,6,32.5,-77.4,tropical depression,-1,25,1010,NA,NA,1
2677,Ana,1991,7,3,12,33.9,-75.4,tropical depression,-1,30,1008,NA,NA,1
2678,Ana,1991,7,3,18,35.2,-73.4,tropical depression,-1,30,1006,NA,NA,1
2679,Ana,1991,7,4,0,36.2,-70.7,tropical storm,0,40,1003,NA,NA,1
2680,Ana,1991,7,4,6,37.1,-67.8,tropical storm,0,45,1002,NA,NA,1
2681,Ana,1991,7,4,12,37.6,-64.7,tropical storm,0,45,1001,NA,NA,1
2682,Ana,1991,7,4,18,37.9,-61.1,tropical storm,0,45,1000,NA,NA,1
2683,Ana,1991,7,5,0,38,-57.5,tropical storm,0,45,1001,NA,NA,1
2684,Ana,1991,7,5,6,37.5,-54.2,tropical storm,0,40,1003,NA,NA,1
2685,Ana,1991,7,5,12,37,-50.7,tropical storm,0,35,1005,NA,NA,1
2686,Bob,1991,8,16,0,25.6,-74.3,tropical depression,-1,25,1014,NA,NA,0
2687,Bob,1991,8,16,6,25.7,-74.9,tropical depression,-1,25,1012,NA,NA,0
2688,Bob,1991,8,16,12,25.9,-75.4,tropical depression,-1,30,1010,NA,NA,0
2689,Bob,1991,8,16,18,26.4,-75.8,tropical storm,0,35,1005,NA,NA,0
2690,Bob,1991,8,17,0,27.1,-76.2,tropical storm,0,40,1003,NA,NA,0
2691,Bob,1991,8,17,6,27.8,-76.5,tropical storm,0,45,998,NA,NA,0
2692,Bob,1991,8,17,12,28.4,-76.9,tropical storm,0,55,996,NA,NA,0
2693,Bob,1991,8,17,18,29,-77.1,hurricane,1,65,986,NA,NA,0
2694,Bob,1991,8,18,0,29.7,-77,hurricane,1,70,980,NA,NA,0
2695,Bob,1991,8,18,6,30.5,-76.9,hurricane,1,75,979,NA,NA,0
2696,Bob,1991,8,18,12,31.5,-76.6,hurricane,1,80,974,NA,NA,0
2697,Bob,1991,8,18,18,33,-76.1,hurricane,2,85,965,NA,NA,0
2698,Bob,1991,8,19,0,34.6,-75.3,hurricane,2,95,957,NA,NA,0
2699,Bob,1991,8,19,6,36.5,-74.5,hurricane,3,100,950,NA,NA,0
2700,Bob,1991,8,19,12,38.9,-73,hurricane,2,95,953,NA,NA,0
2701,Bob,1991,8,19,17,41.2,-71.6,hurricane,2,90,962,NA,NA,0
2702,Bob,1991,8,19,18,41.4,-71.4,hurricane,2,85,964,NA,NA,0
2703,Bob,1991,8,20,0,43.8,-69.6,tropical storm,0,60,977,NA,NA,0
2704,Bob,1991,8,20,1,44.1,-69.1,tropical storm,0,60,981,NA,NA,0
2705,Bob,1991,8,20,6,45.6,-67.6,tropical storm,0,50,987,NA,NA,0
2706,Bob,1991,8,20,12,47,-65.5,tropical storm,0,45,998,NA,NA,0
2707,AL041991,1991,8,24,12,14.5,-23.1,tropical depression,-1,25,1011,NA,NA,1
2708,AL041991,1991,8,24,18,14.9,-23.9,tropical depression,-1,30,1009,NA,NA,1
2709,AL041991,1991,8,25,0,15.2,-25.1,tropical depression,-1,30,1009,NA,NA,1
2710,AL041991,1991,8,25,6,15.1,-26.4,tropical depression,-1,30,1010,NA,NA,1
2711,AL041991,1991,8,25,12,14.9,-27.6,tropical depression,-1,30,1010,NA,NA,1
2712,AL041991,1991,8,25,18,14.8,-28.6,tropical depression,-1,30,1010,NA,NA,1
2713,AL041991,1991,8,26,0,14.7,-29.6,tropical depression,-1,25,1011,NA,NA,1
2714,Claudette,1991,9,4,12,26.7,-55.9,tropical depression,-1,25,1014,NA,NA,1
2715,Claudette,1991,9,4,18,26.8,-55.7,tropical depression,-1,30,1012,NA,NA,1
2716,Claudette,1991,9,5,0,26.7,-55.6,tropical depression,-1,30,1010,NA,NA,1
2717,Claudette,1991,9,5,6,26.5,-55.7,tropical depression,-1,30,1008,NA,NA,1
2718,Claudette,1991,9,5,12,26.2,-56,tropical storm,0,35,1004,NA,NA,1
2719,Claudette,1991,9,5,18,26,-56.5,tropical storm,0,40,1000,NA,NA,1
2720,Claudette,1991,9,6,0,25.9,-57.1,tropical storm,0,50,994,NA,NA,1
2721,Claudette,1991,9,6,6,26,-57.9,tropical storm,0,60,987,NA,NA,1
2722,Claudette,1991,9,6,12,26.2,-58.8,hurricane,1,75,979,NA,NA,1
2723,Claudette,1991,9,6,18,26.4,-59.7,hurricane,2,95,965,NA,NA,1
2724,Claudette,1991,9,7,0,26.6,-60.3,hurricane,3,105,953,NA,NA,1
2725,Claudette,1991,9,7,6,26.8,-61,hurricane,3,110,946,NA,NA,1
2726,Claudette,1991,9,7,10,27,-61.5,hurricane,4,115,944,NA,NA,1
2727,Claudette,1991,9,7,12,27.2,-61.7,hurricane,4,115,946,NA,NA,1
2728,Claudette,1991,9,7,18,27.7,-62.4,hurricane,3,100,960,NA,NA,1
2729,Claudette,1991,9,8,0,28.4,-62.8,hurricane,2,90,962,NA,NA,1
2730,Claudette,1991,9,8,6,29.2,-63.1,hurricane,2,85,964,NA,NA,1
2731,Claudette,1991,9,8,12,30,-63.3,hurricane,2,85,966,NA,NA,1
2732,Claudette,1991,9,8,18,31,-63.2,hurricane,1,80,967,NA,NA,1
2733,Claudette,1991,9,9,0,31.9,-62.5,hurricane,1,80,972,NA,NA,1
2734,Claudette,1991,9,9,6,32.9,-61.4,hurricane,1,75,976,NA,NA,1
2735,Claudette,1991,9,9,12,33.8,-60.5,hurricane,1,75,980,NA,NA,1
2736,Claudette,1991,9,9,18,34.2,-59,hurricane,1,75,984,NA,NA,1
2737,Claudette,1991,9,10,0,34.3,-57.4,hurricane,1,70,988,NA,NA,1
2738,Claudette,1991,9,10,6,33.9,-56,tropical storm,0,60,991,NA,NA,1
2739,Claudette,1991,9,10,12,33.5,-54,tropical storm,0,55,995,NA,NA,1
2740,Claudette,1991,9,10,18,33.4,-51.8,tropical storm,0,45,998,NA,NA,1
2741,Claudette,1991,9,11,0,33.6,-48.8,tropical storm,0,40,1001,NA,NA,1
2742,Claudette,1991,9,11,6,33.9,-46.1,tropical storm,0,40,1004,NA,NA,1
2743,Claudette,1991,9,11,12,34.3,-43.4,tropical storm,0,35,1006,NA,NA,1
2744,Claudette,1991,9,11,18,34.5,-40.5,tropical depression,-1,30,1009,NA,NA,1
2745,Claudette,1991,9,12,0,34.5,-38.3,tropical depression,-1,30,1010,NA,NA,1
2746,Claudette,1991,9,12,6,34.2,-36.5,tropical depression,-1,30,1011,NA,NA,1
2747,Claudette,1991,9,12,12,33.9,-34.7,tropical depression,-1,30,1012,NA,NA,1
2748,Danny,1991,9,7,0,10.4,-25.8,tropical depression,-1,25,1010,NA,NA,0
2749,Danny,1991,9,7,6,10.2,-27.5,tropical depression,-1,25,1009,NA,NA,0
2750,Danny,1991,9,7,12,10,-29.2,tropical depression,-1,25,1008,NA,NA,0
2751,Danny,1991,9,7,18,9.8,-30.6,tropical depression,-1,30,1008,NA,NA,0
2752,Danny,1991,9,8,0,9.7,-32,tropical depression,-1,30,1007,NA,NA,0
2753,Danny,1991,9,8,6,9.8,-33.4,tropical depression,-1,30,1006,NA,NA,0
2754,Danny,1991,9,8,12,10.3,-35,tropical storm,0,35,1005,NA,NA,0
2755,Danny,1991,9,8,18,10.8,-36.5,tropical storm,0,40,1004,NA,NA,0
2756,Danny,1991,9,9,0,11.3,-37.9,tropical storm,0,40,1002,NA,NA,0
2757,Danny,1991,9,9,6,11.8,-39.6,tropical storm,0,45,1000,NA,NA,0
2758,Danny,1991,9,9,12,12.5,-41.5,tropical storm,0,45,999,NA,NA,0
2759,Danny,1991,9,9,18,13.4,-43.4,tropical storm,0,45,999,NA,NA,0
2760,Danny,1991,9,10,0,14.2,-45.2,tropical storm,0,45,998,NA,NA,0
2761,Danny,1991,9,10,6,14.9,-47.3,tropical storm,0,45,999,NA,NA,0
2762,Danny,1991,9,10,12,15.3,-49.7,tropical storm,0,45,999,NA,NA,0
2763,Danny,1991,9,10,18,15.7,-52.1,tropical storm,0,40,1000,NA,NA,0
2764,Danny,1991,9,11,0,15.8,-54.1,tropical storm,0,35,1002,NA,NA,0
2765,Danny,1991,9,11,6,15.9,-56.1,tropical storm,0,35,1005,NA,NA,0
2766,Danny,1991,9,11,12,16,-58.1,tropical depression,-1,30,1010,NA,NA,0
2767,Erika,1991,9,8,18,24.2,-49.1,tropical depression,-1,25,1011,NA,NA,1
2768,Erika,1991,9,9,0,25.4,-50,tropical depression,-1,25,1010,NA,NA,1
2769,Erika,1991,9,9,6,26.8,-50.9,tropical depression,-1,30,1009,NA,NA,1
2770,Erika,1991,9,9,12,27.8,-52.3,tropical depression,-1,30,1007,NA,NA,1
2771,Erika,1991,9,9,18,29.3,-53.1,tropical storm,0,35,1005,NA,NA,1
2772,Erika,1991,9,10,0,31.2,-51.7,tropical storm,0,40,1002,NA,NA,1
2773,Erika,1991,9,10,6,33,-49.3,tropical storm,0,45,1000,NA,NA,1
2774,Erika,1991,9,10,12,34.7,-46.1,tropical storm,0,50,998,NA,NA,1
2775,Erika,1991,9,10,18,35.8,-42.5,tropical storm,0,50,997,NA,NA,1
2776,Erika,1991,9,11,0,36.5,-38.7,tropical storm,0,50,997,NA,NA,1
2777,Erika,1991,9,11,6,36.8,-35,tropical storm,0,50,998,NA,NA,1
2778,Erika,1991,9,11,12,37,-31.9,tropical storm,0,45,1000,NA,NA,1
2779,Erika,1991,9,11,18,37.1,-29.3,tropical storm,0,40,1003,NA,NA,1
2780,Erika,1991,9,12,0,37.3,-27.2,tropical storm,0,35,1007,NA,NA,1
2781,Erika,1991,9,12,3,37.7,-25.9,tropical storm,0,35,1009,NA,NA,1
2782,Erika,1991,9,12,6,37.9,-25.2,tropical depression,-1,30,1009,NA,NA,1
2783,Fabian,1991,10,15,0,18.9,-85.7,tropical depression,-1,25,1010,NA,NA,0
2784,Fabian,1991,10,15,6,19.5,-85.1,tropical depression,-1,30,1008,NA,NA,0
2785,Fabian,1991,10,15,12,20.3,-84.1,tropical storm,0,35,1007,NA,NA,0
2786,Fabian,1991,10,15,18,21.2,-83.1,tropical storm,0,40,1006,NA,NA,0
2787,Fabian,1991,10,15,21,21.5,-82.8,tropical storm,0,40,1004,NA,NA,0
2788,Fabian,1991,10,16,0,22.4,-81.8,tropical storm,0,40,1004,NA,NA,0
2789,Fabian,1991,10,16,6,23.9,-80.8,tropical storm,0,40,1002,NA,NA,0
2790,Fabian,1991,10,16,8,24.5,-80.5,tropical storm,0,40,1002,NA,NA,0
2791,Fabian,1991,10,16,12,25.2,-79.8,tropical storm,0,40,1007,NA,NA,0
2792,AL101991,1991,10,24,12,13.4,-42.3,tropical depression,-1,25,1009,NA,NA,0
2793,AL101991,1991,10,24,18,13.7,-43.6,tropical depression,-1,25,1009,NA,NA,0
2794,AL101991,1991,10,25,0,13.8,-44.9,tropical depression,-1,25,1009,NA,NA,0
2795,AL101991,1991,10,25,6,14,-46.4,tropical depression,-1,25,1009,NA,NA,0
2796,AL101991,1991,10,25,12,14.1,-47.7,tropical depression,-1,25,1009,NA,NA,0
2797,AL121991,1991,11,1,6,36.2,-68.5,tropical storm,0,55,993,NA,NA,0
